region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.46,87,79,92,80.22,80.65,87 [79 - 92],80.46% [80.22% - 80.65%],39,19,55,06-08-2021,projected
2,AL- DOTHAN,80.0,0,0,1,80.0,80.0,0 [0 - 1],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
5,AL- HUNTSVILLE,80.59,22,20,24,80.32,80.85,22 [20 - 24],80.59% [80.32% - 80.85%],11,6,16,06-08-2021,projected
6,AL- MOBILE,80.74,46,42,49,80.28,80.95,46 [42 - 49],80.74% [80.28% - 80.95%],21,8,27,06-08-2021,projected
7,AL- MONTGOMERY,80.32,14,14,16,80.26,80.71,14 [14 - 16],80.32% [80.26% - 80.71%],5,4,11,06-08-2021,projected
9,AL- TUSCALOOSA,80.3,7,6,7,80.0,80.3,7 [6 - 7],80.3% [80.0% - 80.3%],3,0,3,06-08-2021,projected
11,AZ- MESA,81.97,90,86,98,81.46,83.13,90 [86 - 98],81.97% [81.46% - 83.13%],39,29,62,06-08-2021,projected
12,AZ- PHOENIX,81.1,187,178,206,80.81,81.8,187 [178 - 206],81.1% [80.81% - 81.8%],83,61,136,06-08-2021,projected
14,AZ- SUN CITY,80.74,14,13,15,80.62,81.23,14 [13 - 15],80.74% [80.62% - 81.23%],6,5,10,06-08-2021,projected
15,AZ- TUCSON,81.31,68,63,80,80.87,82.85,68 [63 - 80],81.31% [80.87% - 82.85%],33,22,72,06-08-2021,projected
16,AR- FORT SMITH,81.17,26,23,33,80.55,82.5,26 [23 - 33],81.17% [80.55% - 82.5%],15,7,32,06-08-2021,projected
18,AR- JONESBORO,80.77,14,12,15,80.0,80.88,14 [12 - 15],80.77% [80.0% - 80.88%],7,0,8,06-08-2021,projected
19,AR- LITTLE ROCK,81.59,191,179,212,80.99,82.51,191 [179 - 212],81.59% [80.99% - 82.51%],92,57,145,06-08-2021,projected
21,AR- SPRINGDALE,81.42,35,33,39,80.76,81.99,35 [33 - 39],81.42% [80.76% - 81.99%],15,8,21,06-08-2021,projected
22,AR- TEXARKANA,80.71,14,14,18,80.51,81.73,14 [14 - 18],80.71% [80.51% - 81.73%],7,5,17,06-08-2021,projected
23,CA- ORANGE CO.,80.24,35,32,40,80.07,80.39,35 [32 - 40],80.24% [80.07% - 80.39%],18,5,30,06-08-2021,projected
25,CA- BAKERSFIELD,80.11,7,6,9,80.0,80.25,7 [6 - 9],80.11% [80.0% - 80.25%],4,0,9,06-08-2021,projected
31,CA- CHICO,80.78,14,14,17,80.78,81.41,14 [14 - 17],80.78% [80.78% - 81.41%],5,5,9,06-08-2021,projected
33,CA- CONTRA COSTA CO.,80.85,29,26,32,80.5,81.05,29 [26 - 32],80.85% [80.5% - 81.05%],17,10,21,06-08-2021,projected
43,CA- FRESNO,80.22,14,12,15,80.0,80.44,14 [12 - 15],80.22% [80.0% - 80.44%],5,0,10,06-08-2021,projected
56,CA- LOS ANGELES,80.18,69,59,84,80.04,80.36,69 [59 - 84],80.18% [80.04% - 80.36%],44,10,89,06-08-2021,projected
58,CA- MODESTO,80.29,14,12,14,80.0,80.29,14 [12 - 14],80.29% [80.0% - 80.29%],5,0,5,06-08-2021,projected
62,CA- NAPA,80.86,14,12,14,80.86,80.86,14 [12 - 14],80.86% [80.86% - 80.86%],5,5,5,06-08-2021,projected
65,CA- ALAMEDA CO.,80.38,21,20,25,80.15,80.59,21 [20 - 25],80.38% [80.15% - 80.59%],13,5,20,06-08-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.09,0 [0 - 0],80.09% [80.0% - 80.09%],1,0,1,06-08-2021,projected
73,CA- REDDING,80.46,14,14,18,80.46,80.92,14 [14 - 18],80.46% [80.46% - 80.92%],5,5,10,06-08-2021,projected
77,CA- SACRAMENTO,80.86,92,83,102,80.4,81.21,92 [83 - 102],80.86% [80.4% - 81.21%],41,19,58,06-08-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
79,CA- SAN BERNARDINO,80.12,14,12,17,80.0,80.28,14 [12 - 17],80.12% [80.0% - 80.28%],7,0,16,06-08-2021,projected
80,CA- SAN DIEGO,80.16,28,26,29,80.09,80.23,28 [26 - 29],80.16% [80.09% - 80.23%],11,6,16,06-08-2021,projected
