date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.5,155,140,186,80.3,81.11,155 [140 - 186],80.5% [80.3% - 81.11%],89,54,198,projected
06-26-2021,80.47,134,121,175,80.24,81.13,134 [121 - 175],80.47% [80.24% - 81.13%],84,43,203,projected
07-03-2021,80.49,145,127,198,80.14,81.39,145 [127 - 198],80.49% [80.14% - 81.39%],87,25,249,projected
07-10-2021,80.43,120,106,182,80.11,81.54,120 [106 - 182],80.43% [80.11% - 81.54%],77,19,275,projected
07-17-2021,80.49,142,125,211,80.13,81.91,142 [125 - 211],80.49% [80.13% - 81.91%],87,24,342,projected
07-24-2021,80.52,157,140,228,80.16,82.05,157 [140 - 228],80.52% [80.16% - 82.05%],93,29,367,projected
07-31-2021,80.53,161,144,236,80.16,82.08,161 [144 - 236],80.53% [80.16% - 82.08%],94,29,373,projected
