date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,87.15,527,504,557,86.35,87.99,527 [504 - 557],87.15% [86.35% - 87.99%],1280,1136,1430,projected
03-27-2021,86.2,473,451,517,84.88,87.87,473 [451 - 517],86.2% [84.88% - 87.87%],1109,874,1409,projected
04-03-2021,85.5,448,422,509,84.03,88.17,448 [422 - 509],85.5% [84.03% - 88.17%],984,721,1462,projected
04-10-2021,85.12,435,401,518,83.42,88.88,435 [401 - 518],85.12% [83.42% - 88.88%],916,612,1590,projected
04-17-2021,84.94,414,379,520,82.86,90.04,414 [379 - 520],84.94% [82.86% - 90.04%],884,511,1797,projected
04-24-2021,84.78,403,367,532,82.34,91.61,403 [367 - 532],84.78% [82.34% - 91.61%],856,419,2078,projected
05-01-2021,84.6,391,355,537,81.99,93.24,391 [355 - 537],84.6% [81.99% - 93.24%],823,356,2369,projected
