date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.15,207,190,288,80.7,83.4,207 [190 - 288],81.15% [80.7% - 83.4%],205,125,609,projected
06-26-2021,81.51,272,243,454,80.63,86.49,272 [243 - 454],81.51% [80.63% - 86.49%],271,112,1162,projected
07-03-2021,82.32,416,365,664,80.59,90.96,416 [365 - 664],82.32% [80.59% - 90.96%],416,106,1962,projected
07-10-2021,83.3,591,513,852,80.77,92.44,591 [513 - 852],83.3% [80.77% - 92.44%],591,137,2227,projected
07-17-2021,84.33,775,673,1073,80.93,94.83,775 [673 - 1073],84.33% [80.93% - 94.83%],775,166,2655,projected
07-24-2021,85.22,935,818,1278,81.11,97.85,935 [818 - 1278],85.22% [81.11% - 97.85%],934,199,3195,projected
07-31-2021,85.89,1049,919,1422,81.17,99.88,1049 [919 - 1422],85.89% [81.17% - 99.88%],1055,210,3558,projected
