date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.89,153,139,186,81.21,83.74,153 [139 - 186],81.89% [81.21% - 83.74%],339,216,669,projected
06-26-2021,81.56,133,120,174,80.9,83.6,133 [120 - 174],81.56% [80.9% - 83.6%],280,161,644,projected
07-03-2021,81.46,141,124,195,80.65,84.04,141 [124 - 195],81.46% [80.65% - 84.04%],262,116,723,projected
07-10-2021,81.43,119,105,182,80.49,84.52,119 [105 - 182],81.43% [80.49% - 84.52%],256,88,809,projected
07-17-2021,81.37,134,118,201,80.38,85.64,134 [118 - 201],81.37% [80.38% - 85.64%],245,68,1010,projected
07-24-2021,81.51,147,131,215,80.45,86.17,147 [131 - 215],81.51% [80.45% - 86.17%],270,80,1105,projected
07-31-2021,81.57,150,134,224,80.45,86.4,150 [134 - 224],81.57% [80.45% - 86.4%],281,81,1145,projected
