region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.62,137,124,167,80.75,83.85,137 [124 - 167],81.62% [80.75% - 83.85%],137,63,325,06-08-2021,projected
2,AL- DOTHAN,80.3,3,2,11,80.0,84.07,3 [2 - 11],80.3% [80.0% - 84.07%],4,0,54,06-08-2021,projected
5,AL- HUNTSVILLE,82.93,52,49,98,81.7,96.33,52 [49 - 98],82.93% [81.7% - 96.33%],55,32,307,06-08-2021,projected
6,AL- MOBILE,82.35,68,63,79,81.12,84.48,68 [63 - 79],82.35% [81.12% - 84.48%],67,32,128,06-08-2021,projected
7,AL- MONTGOMERY,81.36,23,21,30,80.84,84.01,23 [21 - 30],81.36% [80.84% - 84.01%],21,13,62,06-08-2021,projected
9,AL- TUSCALOOSA,80.6,7,6,7,80.0,80.6,7 [6 - 7],80.6% [80.0% - 80.6%],6,0,6,06-08-2021,projected
11,AZ- MESA,84.14,81,75,89,82.32,86.77,81 [75 - 89],84.14% [82.32% - 86.77%],82,46,134,06-08-2021,projected
12,AZ- PHOENIX,82.59,196,181,222,81.27,84.88,196 [181 - 222],82.59% [81.27% - 84.88%],196,96,370,06-08-2021,projected
14,AZ- SUN CITY,81.6,14,13,15,80.86,82.72,14 [13 - 15],81.6% [80.86% - 82.72%],13,7,22,06-08-2021,projected
15,AZ- TUCSON,83.17,78,71,90,81.51,86.26,78 [71 - 90],83.17% [81.51% - 86.26%],80,38,158,06-08-2021,projected
16,AR- FORT SMITH,107.24,349,296,588,83.83,202.64,349 [296 - 588],107.24% [83.83% - 202.64%],349,49,1571,06-08-2021,projected
18,AR- JONESBORO,83.87,35,30,43,80.0,85.64,35 [30 - 43],83.87% [80.0% - 85.64%],35,0,51,06-08-2021,projected
19,AR- LITTLE ROCK,94.33,827,743,1086,85.65,119.35,827 [743 - 1086],94.33% [85.65% - 119.35%],827,326,2271,06-08-2021,projected
21,AR- SPRINGDALE,95.42,162,136,270,82.93,152.28,162 [136 - 270],95.42% [82.93% - 152.28%],163,31,764,06-08-2021,projected
22,AR- TEXARKANA,91.43,112,93,223,81.73,157.04,112 [93 - 223],91.43% [81.73% - 157.04%],112,17,755,06-08-2021,projected
23,CA- ORANGE CO.,80.3,20,17,31,80.0,81.06,20 [17 - 31],80.3% [80.0% - 81.06%],23,0,81,06-08-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,1,80.0,80.28,0 [0 - 1],80.0% [80.0% - 80.28%],0,0,10,06-08-2021,projected
31,CA- CHICO,83.44,21,18,28,80.0,88.12,21 [18 - 28],83.44% [80.0% - 88.12%],22,0,52,06-08-2021,projected
33,CA- CONTRA COSTA CO.,80.8,14,12,18,80.3,82.0,14 [12 - 18],80.8% [80.3% - 82.0%],16,6,40,06-08-2021,projected
43,CA- FRESNO,80.04,0,0,2,80.0,80.57,0 [0 - 2],80.04% [80.0% - 80.57%],1,0,13,06-08-2021,projected
56,CA- LOS ANGELES,80.05,14,12,19,80.0,80.24,14 [12 - 19],80.05% [80.0% - 80.24%],13,0,59,06-08-2021,projected
58,CA- MODESTO,80.64,14,12,18,80.0,81.98,14 [12 - 18],80.64% [80.0% - 81.98%],11,0,34,06-08-2021,projected
62,CA- NAPA,83.95,21,18,25,80.0,86.53,21 [18 - 25],83.95% [80.0% - 86.53%],23,0,38,06-08-2021,projected
65,CA- ALAMEDA CO.,80.36,14,12,15,80.0,80.71,14 [12 - 15],80.36% [80.0% - 80.71%],12,0,24,06-08-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.19,0 [0 - 0],80.0% [80.0% - 80.19%],0,0,2,06-08-2021,projected
73,CA- REDDING,85.18,56,48,101,81.02,113.64,56 [48 - 101],85.18% [81.02% - 113.64%],56,11,364,06-08-2021,projected
77,CA- SACRAMENTO,82.72,130,111,174,80.25,88.28,130 [111 - 174],82.72% [80.25% - 88.28%],130,12,396,06-08-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
79,CA- SAN BERNARDINO,80.0,0,0,2,80.0,80.29,0 [0 - 2],80.0% [80.0% - 80.29%],0,0,17,06-08-2021,projected
80,CA- SAN DIEGO,80.16,14,12,16,80.0,80.36,14 [12 - 16],80.16% [80.0% - 80.36%],11,0,25,06-08-2021,projected
81,CA- SAN FRANCISCO,80.22,7,6,11,80.04,80.71,7 [6 - 11],80.22% [80.04% - 80.71%],11,2,36,06-08-2021,projected
82,CA- SAN JOSE,80.36,14,12,15,80.0,80.69,14 [12 - 15],80.36% [80.0% - 80.69%],11,0,21,06-08-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
85,CA- SAN MATEO CO.,80.04,0,0,2,80.0,80.48,0 [0 - 2],80.04% [80.0% - 80.48%],1,0,13,06-08-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
89,CA- SANTA ROSA,81.24,21,20,26,80.59,83.06,21 [20 - 26],81.24% [80.59% - 83.06%],23,11,57,06-08-2021,projected
91,CA- STOCKTON,81.79,21,18,22,80.0,82.92,21 [18 - 22],81.79% [80.0% - 82.92%],19,0,31,06-08-2021,projected
96,CA- VENTURA,80.0,0,0,2,80.0,80.7,0 [0 - 2],80.0% [80.0% - 80.7%],0,0,11,06-08-2021,projected
101,CO- BOULDER,82.11,7,7,9,81.05,83.37,7 [7 - 9],82.11% [81.05% - 83.37%],10,5,16,06-08-2021,projected
102,CO- COLORADO SPRINGS,91.88,123,111,168,84.25,120.0,123 [111 - 168],91.88% [84.25% - 120.0%],123,44,414,06-08-2021,projected
103,CO- DENVER,82.91,140,125,216,80.86,93.42,140 [125 - 216],82.91% [80.86% - 93.42%],139,41,641,06-08-2021,projected
104,CO- FORT COLLINS,86.73,44,39,61,81.88,103.47,44 [39 - 61],86.73% [81.88% - 103.47%],43,12,150,06-08-2021,projected
105,CO- GRAND JUNCTION,86.06,48,43,58,82.02,94.65,48 [43 - 58],86.06% [82.02% - 94.65%],48,16,116,06-08-2021,projected
106,CO- GREELEY,83.09,22,19,29,80.64,88.62,22 [19 - 29],83.09% [80.64% - 88.62%],24,5,67,06-08-2021,projected
107,CO- PUEBLO,84.51,35,30,46,80.75,91.78,35 [30 - 46],84.51% [80.75% - 91.78%],36,6,94,06-08-2021,projected
109,CT- BRIDGEPORT,80.0,0,0,1,80.0,80.35,0 [0 - 1],80.0% [80.0% - 80.35%],0,0,6,06-08-2021,projected
110,CT- HARTFORD,80.21,7,6,9,80.0,80.46,7 [6 - 9],80.21% [80.0% - 80.46%],7,0,15,06-08-2021,projected
111,CT- NEW HAVEN,80.0,0,0,1,80.0,80.26,0 [0 - 1],80.0% [80.0% - 80.26%],0,0,10,06-08-2021,projected
112,DE- WILMINGTON,80.0,0,0,1,80.0,80.27,0 [0 - 1],80.0% [80.0% - 80.27%],0,0,5,06-08-2021,projected
113,DC- WASHINGTON,80.67,38,32,59,80.0,83.15,38 [32 - 59],80.67% [80.0% - 83.15%],37,0,173,06-08-2021,projected
115,FL- BRADENTON,81.13,7,6,8,80.42,82.26,7 [6 - 8],81.13% [80.42% - 82.26%],8,3,16,06-08-2021,projected
116,FL- CLEARWATER,80.92,14,13,18,80.31,81.95,14 [13 - 18],80.92% [80.31% - 81.95%],15,5,32,06-08-2021,projected
