region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,82.4,177,166,194,81.74,83.71,177 [166 - 194],82.4% [81.74% - 83.71%],203,147,313,03-03-2021,projected
2,AL- DOTHAN,80.53,7,6,8,80.23,81.05,7 [6 - 8],80.53% [80.23% - 81.05%],7,3,14,03-03-2021,projected
5,AL- HUNTSVILLE,82.87,36,34,41,81.54,83.78,36 [34 - 41],82.87% [81.54% - 83.78%],54,29,71,03-03-2021,projected
6,AL- MOBILE,82.63,66,63,71,82.0,83.64,66 [63 - 71],82.63% [82.0% - 83.64%],75,57,104,03-03-2021,projected
7,AL- MONTGOMERY,81.75,21,20,23,81.49,82.46,21 [20 - 23],81.75% [81.49% - 82.46%],27,23,38,03-03-2021,projected
9,AL- TUSCALOOSA,82.3,21,20,23,82.0,83.11,21 [20 - 23],82.3% [82.0% - 83.11%],23,20,31,03-03-2021,projected
11,AZ- MESA,83.48,52,49,55,82.68,84.49,52 [49 - 55],83.48% [82.68% - 84.49%],69,53,89,03-03-2021,projected
12,AZ- PHOENIX,82.19,127,121,135,81.65,82.97,127 [121 - 135],82.19% [81.65% - 82.97%],166,125,225,03-03-2021,projected
14,AZ- SUN CITY,81.23,7,7,8,80.99,81.6,7 [7 - 8],81.23% [80.99% - 81.6%],10,8,13,03-03-2021,projected
15,AZ- TUCSON,81.98,39,36,42,81.58,82.61,39 [36 - 42],81.98% [81.58% - 82.61%],50,40,66,03-03-2021,projected
16,AR- FORT SMITH,80.94,14,12,15,80.62,81.41,14 [12 - 15],80.94% [80.62% - 81.41%],12,8,18,03-03-2021,projected
18,AR- JONESBORO,80.22,0,0,2,80.0,81.88,0 [0 - 2],80.22% [80.0% - 81.88%],2,0,17,03-03-2021,projected
19,AR- LITTLE ROCK,81.75,94,85,113,81.23,83.53,94 [85 - 113],81.75% [81.23% - 83.53%],101,71,204,03-03-2021,projected
21,AR- SPRINGDALE,83.97,35,33,38,82.37,85.58,35 [33 - 38],83.97% [82.37% - 85.58%],42,25,59,03-03-2021,projected
22,AR- TEXARKANA,81.63,14,13,17,81.63,83.27,14 [13 - 17],81.63% [81.63% - 83.27%],16,16,32,03-03-2021,projected
23,CA- ORANGE CO.,80.72,40,38,43,80.54,80.93,40 [38 - 43],80.72% [80.54% - 80.93%],55,41,71,03-03-2021,projected
25,CA- BAKERSFIELD,81.02,27,25,29,80.75,81.36,27 [25 - 29],81.02% [80.75% - 81.36%],37,27,49,03-03-2021,projected
31,CA- CHICO,80.78,3,2,4,80.31,80.78,3 [2 - 4],80.78% [80.31% - 80.78%],5,2,5,03-03-2021,projected
33,CA- CONTRA COSTA CO.,81.65,27,25,29,81.25,82.2,27 [25 - 29],81.65% [81.25% - 82.2%],33,25,44,03-03-2021,projected
43,CA- FRESNO,81.93,34,32,36,81.58,82.45,34 [32 - 36],81.93% [81.58% - 82.45%],44,36,56,03-03-2021,projected
56,CA- LOS ANGELES,81.1,189,181,199,80.84,81.39,189 [181 - 199],81.1% [80.84% - 81.39%],273,208,346,03-03-2021,projected
58,CA- MODESTO,82.79,35,32,38,81.86,83.61,35 [32 - 38],82.79% [81.86% - 83.61%],48,32,62,03-03-2021,projected
62,CA- NAPA,81.72,7,6,7,81.55,81.72,7 [6 - 7],81.72% [81.55% - 81.72%],10,9,10,03-03-2021,projected
65,CA- ALAMEDA CO.,80.53,14,13,14,80.41,80.68,14 [13 - 14],80.53% [80.41% - 80.68%],18,14,23,03-03-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.38,0,0,1,80.28,80.47,0 [0 - 1],80.38% [80.28% - 80.47%],4,3,5,03-03-2021,projected
73,CA- REDDING,81.66,17,15,19,80.92,82.13,17 [15 - 19],81.66% [80.92% - 82.13%],18,10,23,03-03-2021,projected
77,CA- SACRAMENTO,81.46,54,51,58,81.11,82.03,54 [51 - 58],81.46% [81.11% - 82.03%],70,53,97,03-03-2021,projected
78,CA- SALINAS,81.01,7,7,7,80.63,81.26,7 [7 - 7],81.01% [80.63% - 81.26%],8,5,10,03-03-2021,projected
79,CA- SAN BERNARDINO,80.97,36,34,38,80.73,81.23,36 [34 - 38],80.97% [80.73% - 81.23%],56,42,71,03-03-2021,projected
80,CA- SAN DIEGO,81.54,79,75,83,81.15,81.93,79 [75 - 83],81.54% [81.15% - 81.93%],108,81,136,03-03-2021,projected
81,CA- SAN FRANCISCO,80.55,21,19,23,80.45,80.71,21 [19 - 23],80.55% [80.45% - 80.71%],28,23,36,03-03-2021,projected
82,CA- SAN JOSE,81.82,43,40,46,81.39,82.41,43 [40 - 46],81.82% [81.39% - 82.41%],55,42,73,03-03-2021,projected
83,CA- SAN LUIS OBISPO,81.75,7,7,7,81.1,82.19,7 [7 - 7],81.75% [81.1% - 82.19%],8,5,10,03-03-2021,projected
85,CA- SAN MATEO CO.,81.04,21,20,23,80.78,81.45,21 [20 - 23],81.04% [80.78% - 81.45%],28,21,39,03-03-2021,projected
86,CA- SANTA BARBARA,81.66,14,13,14,81.24,82.07,14 [13 - 14],81.66% [81.24% - 82.07%],16,12,20,03-03-2021,projected
87,CA- SANTA CRUZ,81.39,7,6,7,81.39,81.67,7 [6 - 7],81.39% [81.39% - 81.67%],5,5,6,03-03-2021,projected
89,CA- SANTA ROSA,81.07,14,13,16,80.86,81.45,14 [13 - 16],81.07% [80.86% - 81.45%],20,16,27,03-03-2021,projected
91,CA- STOCKTON,81.69,14,13,15,81.32,82.16,14 [13 - 15],81.69% [81.32% - 82.16%],18,14,23,03-03-2021,projected
96,CA- VENTURA,81.21,14,13,15,80.89,81.59,14 [13 - 15],81.21% [80.89% - 81.59%],19,14,25,03-03-2021,projected
101,CO- BOULDER,83.79,14,13,15,82.74,85.05,14 [13 - 15],83.79% [82.74% - 85.05%],18,13,24,03-03-2021,projected
102,CO- COLORADO SPRINGS,86.28,63,58,68,84.15,89.76,63 [58 - 68],86.28% [84.15% - 89.76%],65,43,101,03-03-2021,projected
103,CO- DENVER,85.51,256,241,278,84.1,88.0,256 [241 - 278],85.51% [84.1% - 88.0%],263,196,382,03-03-2021,projected
104,CO- FORT COLLINS,84.54,28,26,29,83.44,85.63,28 [26 - 29],84.54% [83.44% - 85.63%],29,22,36,03-03-2021,projected
105,CO- GRAND JUNCTION,82.15,14,14,17,81.89,83.91,14 [14 - 17],82.15% [81.89% - 83.91%],17,15,31,03-03-2021,projected
106,CO- GREELEY,83.47,28,26,29,82.7,84.63,28 [26 - 29],83.47% [82.7% - 84.63%],27,21,36,03-03-2021,projected
107,CO- PUEBLO,81.13,7,6,7,80.13,81.13,7 [6 - 7],81.13% [80.13% - 81.13%],9,1,9,03-03-2021,projected
109,CT- BRIDGEPORT,84.54,67,63,71,83.42,86.08,67 [63 - 71],84.54% [83.42% - 86.08%],77,58,103,03-03-2021,projected
110,CT- HARTFORD,82.3,57,52,61,81.63,83.01,57 [52 - 61],82.3% [81.63% - 83.01%],75,53,98,03-03-2021,projected
111,CT- NEW HAVEN,83.92,131,125,139,82.96,85.22,131 [125 - 139],83.92% [82.96% - 85.22%],151,114,201,03-03-2021,projected
112,DE- WILMINGTON,84.19,66,63,71,83.17,85.64,66 [63 - 71],84.19% [83.17% - 85.64%],78,59,105,03-03-2021,projected
113,DC- WASHINGTON,84.28,207,197,224,83.22,86.19,207 [197 - 224],84.28% [83.22% - 86.19%],235,177,340,03-03-2021,projected
115,FL- BRADENTON,87.48,46,44,50,85.5,90.3,46 [44 - 50],87.48% [85.5% - 90.3%],53,39,73,03-03-2021,projected
116,FL- CLEARWATER,83.73,56,53,59,82.75,84.95,56 [53 - 59],83.73% [82.75% - 84.95%],61,45,81,03-03-2021,projected
118,FL- FORT LAUDERDALE,85.76,453,431,483,84.28,87.67,453 [431 - 483],85.76% [84.28% - 87.67%],501,372,667,03-03-2021,projected
119,FL- FORT MYERS,83.27,110,104,119,82.46,84.55,110 [104 - 119],83.27% [82.46% - 84.55%],125,94,174,03-03-2021,projected
120,FL- GAINESVILLE,81.14,17,16,20,80.76,82.06,17 [16 - 20],81.14% [80.76% - 82.06%],21,14,38,03-03-2021,projected
122,FL- HUDSON,83.43,42,39,44,82.4,84.55,42 [39 - 44],83.43% [82.4% - 84.55%],43,30,57,03-03-2021,projected
123,FL- JACKSONVILLE,81.73,76,69,78,81.3,82.04,76 [69 - 78],81.73% [81.3% - 82.04%],85,64,100,03-03-2021,projected
