region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,82.79,173,162,193,82.04,84.29,173 [162 - 193],82.79% [82.04% - 84.29%],236,172,362,03-03-2021,projected
2,AL- DOTHAN,80.6,7,6,8,80.23,81.28,7 [6 - 8],80.6% [80.23% - 81.28%],8,3,17,03-03-2021,projected
5,AL- HUNTSVILLE,83.35,36,34,41,81.81,84.52,36 [34 - 41],83.35% [81.81% - 84.52%],63,34,85,03-03-2021,projected
6,AL- MOBILE,83.01,64,61,69,82.35,84.2,64 [61 - 69],83.01% [82.35% - 84.2%],86,67,120,03-03-2021,projected
7,AL- MONTGOMERY,82.01,21,20,23,81.68,82.78,21 [20 - 23],82.01% [81.68% - 82.78%],31,26,43,03-03-2021,projected
9,AL- TUSCALOOSA,82.71,21,20,23,82.3,83.71,21 [20 - 23],82.71% [82.3% - 83.71%],27,23,37,03-03-2021,projected
11,AZ- MESA,84.09,50,48,53,83.13,85.25,50 [48 - 53],84.09% [83.13% - 85.25%],81,62,104,03-03-2021,projected
12,AZ- PHOENIX,82.56,124,119,132,81.93,83.47,124 [119 - 132],82.56% [81.93% - 83.47%],194,146,263,03-03-2021,projected
14,AZ- SUN CITY,81.48,7,7,8,81.11,81.98,7 [7 - 8],81.48% [81.11% - 81.98%],12,9,16,03-03-2021,projected
15,AZ- TUCSON,82.34,38,35,41,81.86,83.01,38 [35 - 41],82.34% [81.86% - 83.01%],59,47,76,03-03-2021,projected
16,AR- FORT SMITH,81.09,12,10,13,80.78,81.56,12 [10 - 13],81.09% [80.78% - 81.56%],14,10,20,03-03-2021,projected
18,AR- JONESBORO,80.22,0,0,2,80.0,82.1,0 [0 - 2],80.22% [80.0% - 82.1%],2,0,19,03-03-2021,projected
19,AR- LITTLE ROCK,82.01,91,83,110,81.42,83.9,91 [83 - 110],82.01% [81.42% - 83.9%],116,82,225,03-03-2021,projected
21,AR- SPRINGDALE,84.54,34,32,38,82.84,86.34,34 [32 - 38],84.54% [82.84% - 86.34%],48,30,67,03-03-2021,projected
22,AR- TEXARKANA,81.84,14,12,17,81.84,83.47,14 [12 - 17],81.84% [81.84% - 83.47%],18,18,34,03-03-2021,projected
23,CA- ORANGE CO.,80.85,39,37,42,80.64,81.08,39 [37 - 42],80.85% [80.64% - 81.08%],65,49,83,03-03-2021,projected
25,CA- BAKERSFIELD,81.22,27,25,29,80.86,81.6,27 [25 - 29],81.22% [80.86% - 81.6%],44,31,58,03-03-2021,projected
31,CA- CHICO,80.94,2,1,3,80.47,80.94,2 [1 - 3],80.94% [80.47% - 80.94%],6,3,6,03-03-2021,projected
33,CA- CONTRA COSTA CO.,81.9,26,24,28,81.5,82.55,26 [24 - 28],81.9% [81.5% - 82.55%],38,30,51,03-03-2021,projected
43,CA- FRESNO,82.28,33,31,35,81.71,82.89,33 [31 - 35],82.28% [81.71% - 82.89%],52,39,66,03-03-2021,projected
56,CA- LOS ANGELES,81.3,189,179,199,80.98,81.64,189 [179 - 199],81.3% [80.98% - 81.64%],323,242,406,03-03-2021,projected
58,CA- MODESTO,83.32,34,31,37,82.27,84.19,34 [31 - 37],83.32% [82.27% - 84.19%],57,39,72,03-03-2021,projected
62,CA- NAPA,81.89,7,6,7,81.72,82.06,7 [6 - 7],81.89% [81.72% - 82.06%],11,10,12,03-03-2021,projected
65,CA- ALAMEDA CO.,80.62,14,13,14,80.44,80.8,14 [13 - 14],80.62% [80.44% - 80.8%],21,15,27,03-03-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.47,0,0,1,80.28,80.57,0 [0 - 1],80.47% [80.28% - 80.57%],5,3,6,03-03-2021,projected
73,CA- REDDING,81.85,16,14,17,81.11,82.4,16 [14 - 17],81.85% [81.11% - 82.4%],20,12,26,03-03-2021,projected
77,CA- SACRAMENTO,81.69,53,50,57,81.28,82.36,53 [50 - 57],81.69% [81.28% - 82.36%],81,61,113,03-03-2021,projected
78,CA- SALINAS,81.26,7,7,7,80.76,81.51,7 [7 - 7],81.26% [80.76% - 81.51%],10,6,12,03-03-2021,projected
79,CA- SAN BERNARDINO,81.14,35,33,37,80.85,81.44,35 [33 - 37],81.14% [80.85% - 81.44%],66,49,83,03-03-2021,projected
80,CA- SAN DIEGO,81.79,78,74,82,81.29,82.26,78 [74 - 82],81.79% [81.29% - 82.26%],126,91,159,03-03-2021,projected
81,CA- SAN FRANCISCO,80.63,21,19,23,80.51,80.83,21 [19 - 23],80.63% [80.51% - 80.83%],32,26,42,03-03-2021,projected
82,CA- SAN JOSE,82.12,42,40,45,81.65,82.78,42 [40 - 45],82.12% [81.65% - 82.78%],64,50,84,03-03-2021,projected
83,CA- SAN LUIS OBISPO,82.19,7,7,7,81.32,82.41,7 [7 - 7],82.19% [81.32% - 82.41%],10,6,11,03-03-2021,projected
85,CA- SAN MATEO CO.,81.19,21,20,23,80.93,81.67,21 [20 - 23],81.19% [80.93% - 81.67%],32,25,45,03-03-2021,projected
86,CA- SANTA BARBARA,81.97,14,13,14,81.45,82.38,14 [13 - 14],81.97% [81.45% - 82.38%],19,14,23,03-03-2021,projected
87,CA- SANTA CRUZ,81.67,7,6,7,81.67,81.67,7 [6 - 7],81.67% [81.67% - 81.67%],6,6,6,03-03-2021,projected
89,CA- SANTA ROSA,81.24,14,13,16,80.97,81.67,14 [13 - 16],81.24% [80.97% - 81.67%],23,18,31,03-03-2021,projected
91,CA- STOCKTON,81.98,14,13,15,81.41,82.45,14 [13 - 15],81.98% [81.41% - 82.45%],21,15,26,03-03-2021,projected
96,CA- VENTURA,81.46,14,13,15,81.02,81.84,14 [13 - 15],81.46% [81.02% - 81.84%],23,16,29,03-03-2021,projected
101,CO- BOULDER,84.21,14,13,15,83.16,85.68,14 [13 - 15],84.21% [83.16% - 85.68%],20,15,27,03-03-2021,projected
102,CO- COLORADO SPRINGS,87.15,63,58,68,84.93,91.11,63 [58 - 68],87.15% [84.93% - 91.11%],74,51,115,03-03-2021,projected
103,CO- DENVER,86.36,247,234,270,84.71,89.15,247 [234 - 270],86.36% [84.71% - 89.15%],304,225,437,03-03-2021,projected
