date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,82.07,153,139,186,81.35,84.01,153 [139 - 186],82.07% [81.35% - 84.01%],370,241,718,projected
06-26-2021,81.71,133,120,174,80.99,83.88,133 [120 - 174],81.71% [80.99% - 83.88%],306,177,695,projected
07-03-2021,81.59,141,124,195,80.73,84.21,141 [124 - 195],81.59% [80.73% - 84.21%],284,130,754,projected
07-10-2021,81.55,119,105,182,80.55,84.81,119 [105 - 182],81.55% [80.55% - 84.81%],277,98,861,projected
07-17-2021,81.47,134,118,201,80.4,85.51,134 [118 - 201],81.47% [80.4% - 85.51%],263,72,986,projected
07-24-2021,81.61,147,131,215,80.48,86.63,147 [131 - 215],81.61% [80.48% - 86.63%],289,86,1186,projected
07-31-2021,81.7,150,134,224,80.5,86.86,150 [134 - 224],81.7% [80.5% - 86.86%],304,90,1227,projected
