date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,82.32,209,192,291,81.46,84.93,209 [192 - 291],82.32% [81.46% - 84.93%],415,261,882,projected
06-26-2021,82.67,273,243,455,81.3,90.04,273 [243 - 455],82.67% [81.3% - 90.04%],478,232,1797,projected
07-03-2021,83.86,420,367,672,81.17,97.68,420 [367 - 672],83.86% [81.17% - 97.68%],691,210,3164,projected
07-10-2021,85.73,606,524,870,81.35,103.86,606 [524 - 870],85.73% [81.35% - 103.86%],1026,242,4270,projected
07-17-2021,87.92,812,711,1130,81.81,108.31,812 [711 - 1130],87.92% [81.81% - 108.31%],1418,324,5067,projected
07-24-2021,90.19,1007,880,1387,82.22,114.9,1007 [880 - 1387],90.19% [82.22% - 114.9%],1823,397,6247,projected
07-31-2021,92.29,1190,1034,1606,82.43,121.68,1190 [1034 - 1606],92.29% [82.43% - 121.68%],2200,435,7459,projected
